"","City","Year","TotalArrests","Drunkenness","PersonalConditions","Homicides","Dismissed","TotalPolice","ActivePolice","Lodgers","Population"
"1014","Pittsburgh, Pennsylvania",1911,36912,24868,6418,6,17913,1290,719,12816,539349
"1015","Richmond, Virginia",1911,10497,4120,1035,13,NA,125,NA,NA,132032
"1016","New Haven, Connecticut",1911,6706,3902,592,5,NA,207,143,NA,136498
"1017","Lowell, Massachusetts",1911,4660,3415,401,3,NA,NA,NA,NA,106940
"1018","New York, New York",1912,170375,60493,4677,417,47585,10373,8925,NA,4937516
"1019","Philadelphia, Pennsylvania",1912,96084,54264,6647,171,NA,3894,2980,NA,1603962
"1020","Chicago, Illinois",1912,86950,43635,850,201,48563,4955,3963,NA,2288567
"1021","Boston, Massachusetts",1912,75496,50705,2634,76,2890,1670,1227,NA,686082
"1022","St. Louis, Missouri",1912,37265,17700,254,105,11939,NA,1400,1381,696469
"1023","Baltimore, Maryland",1912,36864,19583,450,41,16226,1073,790,NA,593553
"1024","Cincinnati, Ohio",1912,18913,NA,4224,NA,NA,679,NA,442,371122
"1025","San Francisco, California",1912,35594,14500,4179,73,NA,944,722,NA,434865
"1026","New Orleans, Louisiana",1912,26428,12233,NA,84,NA,NA,NA,NA,348703
"1027","Cleveland, Ohio",1912,7048,909,460,37,NA,623,NA,NA,607899
"1028","Buffalo, New York",1912,27064,14241,2031,30,1953,827,581,8888,440327
"1029","Washington, DC",1912,35739,12894,2171,25,6380,733,658,NA,352369
"1030","Newark, New Jersey",1912,9234,3796,258,35,2293,683,551,NA,360880
"1031","Louisville, Kentucky",1912,16326,10072,2497,52,NA,417,336,NA,226121
"1032","Detroit, Michigan",1912,21850,17470,2021,22,13119,961,782,NA,571348
"1033","Pittsburgh, Pennsylvania",1912,46185,32414,7651,12,24267,1290,719,19495,544793
"1034","Richmond, Virginia",1912,11073,4438,1016,27,NA,162,101,NA,136436
"1035","New Haven, Connecticut",1912,7723,3875,735,2,NA,195,132,NA,139391
"1036","Lowell, Massachusetts",1912,4516,3387,374,2,NA,NA,NA,NA,107587
"1037","Rochester, New York",1912,7172,6545,753,11,NA,339,294,1057,233669
"1038","Providence, Rhode Island",1912,11102,7472,669,5,NA,412,319,NA,226980
"1039","Milwaukee, Wisconsin",1912,8927,4471,1110,8,810,525,451,4377,390515
"1040","New York, New York",1913,182011,59150,6626,351,49734,10843,9384,NA,5022832
"1041","Philadelphia, Pennsylvania",1913,103673,62527,5189,156,NA,3894,2980,NA,1631439
"1042","Chicago, Illinois",1913,109764,54738,935,262,56529,5028,3533,NA,2340210
"1043","Boston, Massachusetts",1913,81767,55621,1218,67,1467,1706,1232,NA,693830
"1044","St. Louis, Missouri",1913,39357,17237,206,158,11700,NA,1400,5074,705054
"1045","Baltimore, Maryland",1913,42941,22066,397,44,17905,1079,790,NA,611087
"1046","Cincinnati, Ohio",1913,24054,4421,6614,41,NA,681,507,3712,374888
"1047","San Francisco, California",1913,37333,NA,NA,NA,NA,949,727,NA,443841
"1048","New Orleans, Louisiana",1913,30649,13470,1301,75,NA,NA,NA,NA,353518
"1049","Cleveland, Ohio",1913,13892,1896,926,30,NA,803,659,NA,631516
"1050","Buffalo, New York",1913,28401,14198,3306,16,NA,830,663,7538,448633
"1051","Washington, DC",1913,38396,13413,2274,35,6868,722,647,NA,363020
"1052","Newark, New Jersey",1913,9797,3643,247,49,2336,696,553,NA,367586
"1053","Louisville, Kentucky",1913,13390,9125,1467,49,NA,418,337,NA,227217
"1054","Detroit, Michigan",1913,26861,17470,2021,22,13119,961,782,NA,624140
"1055","Milwaukee, Wisconsin",1913,9892,4908,1455,10,775,561,475,4705,398844
"1056","Providence, Rhode Island",1913,NA,NA,NA,NA,NA,NA,NA,NA,228307
"1057","Rochester, New York",1913,7517,3346,696,6,NA,341,295,1738,241429
"1058","Pittsburgh, Pennsylvania",1913,45323,31878,7541,13,23416,NA,NA,NA,550236
"1059","Richmond, Virginia",1913,12428,4986,945,28,NA,162,NA,NA,140840
"1060","New Haven, Connecticut",1913,8556,4846,765,3,NA,203,140,NA,142285
"1061","Lowell, Massachusetts",1913,5331,3842,459,4,NA,NA,NA,NA,108234
"1062","New York, New York",1914,190184,NA,NA,NA,45914,10707,9255,NA,5108149
"1063","Philadelphia, Pennsylvania",1914,100629,58714,9072,156,NA,3896,2980,NA,1658916
"1064","Chicago, Illinois",1914,116895,52823,1188,301,63426,5093,3406,NA,2391852
"1065","Boston, Massachusetts",1914,89205,59839,1144,80,1225,1710,1278,NA,701578
"1066","St. Louis, Missouri",1914,38896,15078,223,155,12764,NA,1400,2852,713639
"1067","Baltimore, Maryland",1914,43573,21829,626,64,17469,1084,790,NA,628621
"1068","Cincinnati, Ohio",1914,25339,4989,7805,49,NA,696,522,3123,378653
"1069","San Francisco, California",1914,38615,NA,NA,NA,NA,974,747,NA,452818
"1070","New Orleans, Louisiana",1914,37468,14469,1930,65,NA,494,331,NA,358332
"1071","Cleveland, Ohio",1914,14427,1894,838,44,NA,828,680,NA,655134
"1072","Buffalo, New York",1914,33646,16067,3711,9,1617,830,663,40658,456939
"1073","Washington, DC",1914,37241,15072,2175,18,3369,713,638,NA,373670
"1074","Newark, New Jersey",1914,9771,3293,312,39,2427,740,589,NA,374291
"1075","Louisville, Kentucky",1914,12645,9203,1839,48,NA,429,348,NA,228313
"1076","Detroit, Michigan",1914,20510,NA,850,59,9957,NA,NA,NA,676931
"1077","Milwaukee, Wisconsin",1914,11380,5984,1515,14,720,586,500,8051,407173
"1078","Providence, Rhode Island",1914,10812,6789,909,7,NA,424,326,NA,229634
"1079","Rochester, New York",1914,7550,2878,947,5,NA,371,326,5687,249189
"1080","Pittsburgh, Pennsylvania",1914,47652,30604,9157,8,26787,NA,NA,NA,555780
"1081","Richmond, Virginia",1914,12170,4631,1341,37,NA,162,NA,NA,145244
"1082","New Haven, Connecticut",1914,9526,5128,1239,4,NA,206,137,NA,145178
"1083","Lowell, Massachusetts",1914,5458,3335,520,4,NA,NA,NA,NA,108880
"1084","New York, New York",1915,212452,66499,8793,452,42981,10664,9215,NA,5193465
"1085","Philadelphia, Pennsylvania",1915,91237,NA,NA,NA,NA,3916,3000,NA,1686393
"1086","Chicago, Illinois",1915,121714,54400,1685,264,69730,5331,3574,NA,2443494
"1087","Boston, Massachusetts",1915,88762,58218,1259,67,1368,1719,1330,NA,709326
"1088","St. Louis, Missouri",1915,39095,13987,231,199,12407,NA,1400,1219,722224
"1089","Baltimore, Maryland",1915,40978,20712,609,59,15930,1085,790,NA,646156
"1090","Cincinnati, Ohio",1915,25547,5841,7032,37,NA,712,576,4006,382419
"1091","San Francisco, California",1915,44131,NA,NA,NA,NA,978,NA,NA,461794
"1092","New Orleans, Louisiana",1915,37086,14917,1945,57,NA,520,350,NA,363147
"1093","Cleveland, Ohio",1915,14950,2564,1349,57,NA,NA,NA,NA,678754
"1094","Buffalo, New York",1915,31096,14551,4958,14,3425,907,685,NA,465245
"1095","Washington, DC",1915,37219,15537,2400,32,3564,713,638,NA,384320
"1096","Newark, New Jersey",1915,11230,3353,230,46,2463,765,616,NA,380996
"1097","Louisville, Kentucky",1915,12212,6978,1994,53,NA,429,348,NA,229410
"1098","Detroit, Michigan",1915,21687,7913,NA,NA,9931,NA,NA,NA,729722
"1099","Milwaukee, Wisconsin",1915,11292,5518,1362,8,905,612,525,8713,415502
"1100","Providence, Rhode Island",1915,10605,6577,824,9,NA,433,334,NA,230961
"1101","Rochester, New York",1915,7988,2895,835,9,NA,371,326,9972,256949
"1102","Pittsburgh, Pennsylvania",1915,45652,30740,7098,5,27497,NA,NA,NA,561224
"1103","Richmond, Virginia",1915,12728,5088,932,37,NA,190,136,NA,149648
"1104","New Haven, Connecticut",1915,10366,5773,983,3,NA,208,148,NA,148071
"1105","Lowell, Massachusetts",1915,5379,3267,509,6,NA,NA,NA,NA,109526
"1106","New York, New York",1916,200901,35984,NA,403,40688,10596,9146,NA,5278782
"1107","Philadelphia, Pennsylvania",1916,95783,57039,4975,213,NA,3928,3000,NA,1713870
"1108","Chicago, Illinois",1916,111587,49942,872,264,71207,5277,3549,NA,2495136
"1109","Boston, Massachusetts",1916,94476,65575,1082,82,1312,1737,1326,NA,717075
"1110","St. Louis, Missouri",1916,42516,13739,325,346,13635,NA,1400,2633,730809
"1111","Baltimore, Maryland",1916,44488,22445,555,59,18181,1149,790,NA,663690
"1112","Cincinnati, Ohio",1916,32271,7220,7589,63,NA,727,593,1866,386185
"1113","San Francisco, California",1916,51430,NA,NA,NA,NA,985,NA,NA,470770
"1114","Buffalo, New York",1916,35144,17938,5366,34,4785,907,685,NA,473551
"1115","Washington, DC",1916,39377,14569,2057,35,3280,715,639,NA,394970
"1116","Newark, New Jersey",1916,12191,3862,130,57,2175,767,638,NA,387702
"1117","Detroit, Michigan",1916,29541,13390,348,117,12391,NA,NA,NA,782513
"1118","Milwaukee, Wisconsin",1916,11101,5151,1311,6,870,627,540,3811,423831
"1119","Rochester, New York",1916,7792,2569,765,10,NA,371,326,3627,264709
"1120","Richmond, Virginia",1916,13220,4803,1073,29,NA,225,145,NA,154052
"1121","New Haven, Connecticut",1916,12687,7327,773,8,NA,258,175,NA,150964
"1122","Lowell, Massachusetts",1916,5930,3717,342,9,NA,NA,NA,NA,110173
"1123","New York, New York",1917,187913,NA,NA,566,39704,NA,NA,NA,5364098
"1124","Philadelphia, Pennsylvania",1917,96041,50212,3961,250,NA,4471,3780,NA,1741347
"1125","Chicago, Illinois",1917,137910,55653,662,260,86823,5199,3585,NA,2546778
"1126","Boston, Massachusetts",1917,108556,74118,1379,113,1859,1785,1331,NA,724823
"1127","St. Louis, Missouri",1917,54400,12275,1397,231,10874,NA,1400,226,739394
"1128","Baltimore, Maryland",1917,49147,22623,608,51,20050,1152,790,NA,681224
"1129","San Francisco, California",1917,47809,NA,NA,NA,NA,990,NA,NA,479746
"1130","Buffalo, New York",1917,35853,18479,3586,39,4353,903,685,NA,481857
"1131","Washington, DC",1917,39562,14505,2001,43,2939,764,688,NA,405620
"1132","Newark, New Jersey",1917,12388,3478,91,59,2317,795,623,NA,394408
"1133","Detroit, Michigan",1917,37764,19658,206,201,10815,1467,1200,NA,835304
"1134","Milwaukee, Wisconsin",1917,12107,4738,1645,6,865,627,540,1609,432160
"1135","Rochester, New York",1917,5882,1730,789,8,NA,407,356,3642,272469
"1136","Richmond, Virginia",1917,10243,3888,536,34,NA,225,145,NA,158456
"1137","New Haven, Connecticut",1917,12188,6688,507,12,NA,261,199,NA,153857
"1138","Lowell, Massachusetts",1917,6890,4228,443,15,NA,184,157,NA,110820
"1139","New York, New York",1918,170159,NA,NA,601,37717,8972,7065,NA,5449414
"1140","Philadelphia, Pennsylvania",1918,94039,41668,2834,395,NA,4475,3780,NA,1768824
"1141","Chicago, Illinois",1918,110819,45414,1080,264,71623,4706,3185,NA,2598421
"1142","Boston, Massachusetts",1918,90293,56107,1415,119,4562,1877,1446,NA,732571
"1143","St. Louis, Missouri",1918,49630,10482,650,192,5342,NA,1400,101,747979
"1144","Baltimore, Maryland",1918,62076,27360,452,67,22957,1158,790,NA,698758
"1145","Buffalo, New York",1918,35902,17759,1260,44,5665,890,685,NA,490163
"1146","Washington, DC",1918,43245,8150,2100,40,3371,772,700,NA,416271
"1147","Newark, New Jersey",1918,13087,3241,40,63,2696,805,665,NA,401113
"1148","Detroit, Michigan",1918,38210,17548,253,237,11688,NA,NA,NA,888096
"1149","Milwaukee, Wisconsin",1918,10039,3880,1565,19,850,627,540,320,440489
"1150","Rochester, New York",1918,4232,911,482,10,NA,407,356,2503,280229
"1151","Richmond, Virginia",1918,11963,3569,465,33,NA,223,150,NA,162860
"1152","New Haven, Connecticut",1918,11480,5582,711,11,NA,258,199,NA,156751
"1153","Lowell, Massachusetts",1918,7989,3936,1156,32,NA,180,150,NA,111466
"1154","New York, New York",1919,220149,NA,NA,639,43619,10463,9387,NA,5534732
"1155","Philadelphia, Pennsylvania",1919,75618,28989,3844,305,NA,NA,NA,NA,1796301
"1156","Chicago, Illinois",1919,96676,35608,753,281,59892,5120,3573,NA,2650063
"1157","Boston, Massachusetts",1919,67947,36310,1822,107,3232,1681,1343,NA,740320
"1158","St. Louis, Missouri",1919,45876,6118,866,230,4897,1584,1400,133,756564
"1159","Baltimore, Maryland",1919,50027,20625,418,21,18550,1233,842,NA,716292
"1160","Buffalo, New York",1919,31326,13351,3088,24,5344,1086,830,NA,498469
"1161","Washington, DC",1919,53356,11497,351,49,4506,854,766,NA,426921
"1162","Newark, New Jersey",1919,11510,2572,30,78,1864,838,662,NA,407818
"1163","Detroit, Michigan",1919,NA,NA,NA,NA,NA,NA,NA,NA,940887
"1164","Milwaukee, Wisconsin",1919,9138,2579,1009,12,848,646,540,348,448818
"1165","Richmond, Virginia",1919,12463,2809,532,30,NA,225,140,NA,167264
"1166","New Haven, Connecticut",1919,9352,3473,638,9,NA,270,204,NA,159644
"1167","Lowell, Massachusetts",1919,5484,2608,586,21,NA,184,155,NA,112113
"1168","New York, New York",1920,266749,NA,NA,743,50547,10905,9387,NA,5620048
"1169","Philadelphia, Pennsylvania",1920,73015,25653,1645,356,NA,NA,NA,NA,1823779
"1170","Chicago, Illinois",1920,94453,32859,381,300,58257,5152,3683,NA,2701705
"1171","Boston, Massachusetts",1920,58817,22411,2191,88,3071,1964,1614,NA,748060
"1172","Baltimore, Maryland",1920,41988,13443,372,34,14976,1240,842,NA,733826
"1173","Buffalo, New York",1920,24436,8491,1619,30,5083,1014,768,NA,506755
"1174","Washington, DC",1920,48930,8096,388,71,3796,934,729,NA,437571
"1175","Newark, New Jersey",1920,14798,2605,NA,66,1437,890,758,NA,414524
"1176","Detroit, Michigan",1920,NA,NA,NA,NA,NA,NA,NA,NA,993678
"1177","Milwaukee, Wisconsin",1920,10545,2386,893,11,640,694,588,267,457147
"1178","New Haven, Connecticut",1920,7934,3186,535,3,NA,277,208,NA,162537
"1179","Lowell, Massachusetts",1920,3932,2003,280,23,NA,NA,NA,NA,2759
